RCDTS,Type,School_Name,District,District_Size,School_Type,NR_Student_Enrollment,PERC_Student_Enrollment___White,PERC_Student_Enrollment___Black_or_African_American,PERC_Student_Enrollment___Hispanic_or_Latino,PERC_Student_Enrollment___Asian,PERC_Student_Enrollment___Two_or_More_Races,PERC_Student_Enrollment___Children_with_Disabilities,PERC_Student_Enrollment___EL,PERC_Student_Enrollment___Low_Income
150162990252355,School,Monroe Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,761,2.2,2.1,94.9,0.3,0.4,20.8,35.7,95.5
150162990252356,School,Moos Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,434,4.8,14.3,79.3,0.9,0.5,16.6,32.5,91.2
150162990252357,School,Morrill Elem Math & Sci School,City of Chicago SD 299,LARGE,ELEMENTARY,598,0.8,36.5,62.5,,,11.5,40.1,97.0
150162990252358,School,Inter-American Elem Magnet School,City of Chicago SD 299,LARGE,ELEMENTARY,693,11.3,1.7,84.8,0.7,1.2,16.2,30.6,52.5
150162990252361,School,Mount Greenwood Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1181,83.6,1.4,13.0,0.4,1.2,13.5,0.5,13.8
150162990252362,School,Mount Vernon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,245,,99.2,0.8,,,25.7,0.4,95.9
150162990252363,School,Mozart Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,566,1.9,3.5,93.5,0.4,0.4,17.1,45.6,98.2
150162990252365,School,Murphy Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,543,17.3,3.1,73.1,2.8,3.1,19.3,34.4,70.9
150162990252366,School,Murray Elem Language Academy,City of Chicago SD 299,LARGE,ELEMENTARY,491,1.4,90.8,2.4,1.0,3.7,15.7,3.7,62.1
150162990252367,School,Brown R Elem Community Acad,City of Chicago SD 299,LARGE,ELEMENTARY,354,,98.6,0.6,,0.6,16.7,0.3,89.5
150162990252368,School,Nash Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,241,0.4,95.4,2.9,,1.2,13.7,,95.4
150162990252369,School,Neil Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,287,,97.9,1.7,0.3,,44.6,5.9,90.2
150162990252370,School,Nettelhorst Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,750,55.3,10.9,15.2,10.1,6.7,16.4,11.7,21.5
150162990252371,School,Newberry Elem Math & Science Acad,City of Chicago SD 299,LARGE,ELEMENTARY,493,13.2,55.0,25.6,2.4,3.9,23.9,6.3,62.5
150162990252372,School,Carver Primary School,City of Chicago SD 299,LARGE,ELEMENTARY,409,,98.0,1.0,,1.0,12.0,,98.5
150162990252373,School,Nightingale Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1243,0.5,0.9,98.3,,0.1,19.1,48.9,73.9
150162990252374,School,Nixon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,742,1.3,1.6,95.7,0.7,0.3,17.4,53.5,95.6
150162990252375,School,Nobel Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,693,0.9,10.8,87.7,,0.1,16.9,40.1,84.6
150162990252376,School,Norwood Park Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,441,56.7,0.7,33.1,5.0,4.3,20.4,8.8,15.4
150162990252380,School,Ogden Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1335,31.1,37.6,16.0,9.9,5.0,15.8,10.3,39.6
150162990252381,School,Oglesby Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,482,0.4,98.1,0.6,0.2,0.6,14.3,,97.5
150162990252382,School,OKeeffe Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,611,0.5,96.6,1.3,,1.1,14.9,1.5,91.5
150162990252383,School,Onahan Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,661,65.4,2.0,26.3,3.0,2.4,21.9,12.1,30.6
150162990252384,School,Oriole Park Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,738,66.7,1.9,22.4,7.3,1.5,19.9,8.5,24.7
150162990252385,School,Piccolo Elem Specialty School,City of Chicago SD 299,LARGE,ELEMENTARY,584,0.2,44.9,54.3,,0.5,19.3,34.2,94.7
150162990252386,School,Otis Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,403,2.0,26.6,68.7,0.7,1.0,30.0,39.0,81.4
150162990252387,School,OToole Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,339,0.3,87.3,10.0,0.3,2.1,12.7,5.0,98.2
150162990252389,School,Owen Elem Scholastic Academy,City of Chicago SD 299,LARGE,ELEMENTARY,259,0.4,93.8,4.6,,0.8,22.4,0.8,54.1
150162990252391,School,Palmer Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,753,28.7,0.9,47.4,16.2,1.3,18.3,39.4,76.6
150162990252392,School,Parker Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,504,,97.2,2.6,,0.2,11.3,0.6,89.1
150162990252394,School,Park Manor Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,239,,97.5,0.8,0.4,1.3,13.4,0.4,100.0
150162990252395,School,Parkside Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,272,,98.5,1.1,,0.4,12.9,0.4,96.3
150162990252396,School,Pasteur Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,622,1.4,0.5,97.6,0.2,0.2,15.6,42.6,91.0
150162990252398,School,Peck Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,935,1.0,1.5,96.9,0.2,0.3,12.9,58.4,94.7
150162990252399,School,Peirce Elem Intl Studies School,City of Chicago SD 299,LARGE,ELEMENTARY,1046,32.9,10.7,43.6,6.3,5.8,19.4,18.2,51.8
150162990252400,School,Penn Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,270,0.4,90.7,8.5,,,19.6,5.2,100.0
150162990252401,School,Washington  H Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,316,,98.7,0.3,,0.3,13.9,0.6,98.7
150162990252402,School,Pershing Elem Humanities Magnet,City of Chicago SD 299,LARGE,ELEMENTARY,575,0.7,94.8,2.6,0.9,1.0,13.2,2.6,78.3
150162990252403,School,Peterson Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,888,27.5,6.1,37.5,24.5,3.6,18.9,34.8,69.0
150162990252404,School,Pickard Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,444,2.9,2.5,94.6,,,21.4,44.1,97.1
150162990252405,School,Pirie Elem Fine Arts & Academic C,City of Chicago SD 299,LARGE,ELEMENTARY,233,0.4,97.9,0.4,,0.9,14.2,3.4,91.4
150162990252406,School,Plamondon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,134,1.5,30.6,67.9,,,11.9,24.6,91.8
150162990252409,School,Portage Park Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,912,28.2,2.6,62.6,1.6,1.3,20.8,17.3,71.2
150162990252410,School,Prescott Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,449,38.8,15.8,33.4,6.2,4.5,24.9,10.0,37.6
150162990252412,School,Prussing Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,723,44.5,1.7,45.2,5.5,1.4,19.1,32.5,68.7
150162990252413,School,Pulaski Intl Sch of Chicago,City of Chicago SD 299,LARGE,ELEMENTARY,897,23.1,1.0,70.3,2.5,2.8,17.8,15.7,56.9
150162990252414,School,Pullman Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,415,1.0,85.3,12.8,,1.0,13.7,4.3,92.5
150162990252416,School,Ravenswood Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,547,42.4,9.7,35.6,2.9,9.0,19.4,12.4,35.3
150162990252417,School,Ray Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,707,15.8,60.8,9.1,8.6,5.2,17.7,10.0,41.9
150162990252419,School,Reavis Elem Math & Sci Spec Schl,City of Chicago SD 299,LARGE,ELEMENTARY,253,,98.4,,0.4,0.8,18.2,4.0,89.3
150162990252421,School,Reilly Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,849,3.1,0.5,94.3,0.7,0.6,21.3,45.2,86.5
150162990252422,School,Reinberg Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,743,18.4,2.2,74.6,2.4,1.6,26.1,42.3,81.0
150162990252423,School,Revere Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,244,,99.6,0.4,,,10.2,,98.4
150162990252426,School,Rogers Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,747,16.2,16.7,38.3,24.6,3.5,18.6,35.7,72.0
150162990252428,School,Ruggles Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,412,,97.8,0.7,0.2,0.5,12.1,0.2,82.3
150162990252429,School,Ryder Elem Math & Sci Spec School,City of Chicago SD 299,LARGE,ELEMENTARY,395,0.3,99.0,0.3,,0.5,27.8,0.5,86.1
150162990252434,School,Sauganash Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,627,51.7,2.1,21.9,22.0,1.8,19.6,15.2,24.2
150162990252435,School,Sawyer Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1459,1.0,0.3,98.2,,0.1,12.3,38.5,95.8
150162990252436,School,Sayre Elem Language Academy,City of Chicago SD 299,LARGE,ELEMENTARY,437,9.4,42.8,43.0,1.1,2.7,19.0,12.8,67.5
150162990252437,School,Ashe Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,314,0.3,97.8,1.6,,,13.7,1.6,92.4
150162990252438,School,Scammon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,709,6.8,1.6,89.8,1.3,0.4,16.6,43.7,92.9
150162990252442,School,Schmid Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,205,,99.0,0.5,,0.5,15.6,,96.6
150162990252444,School,Schubert Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,664,2.9,1.2,95.0,0.6,0.2,19.9,61.9,91.3
150162990252446,School,Seward Elem Communication Arts Ac,City of Chicago SD 299,LARGE,ELEMENTARY,615,0.7,0.5,97.9,,0.2,13.5,48.8,99.8
150162990252451,School,Sheridan Elem Math & Science Acad,City of Chicago SD 299,LARGE,ELEMENTARY,559,15.2,17.4,21.8,42.0,3.2,14.5,5.9,47.4
150162990252452,School,Mireles Elem Academy,City of Chicago SD 299,LARGE,ELEMENTARY,449,1.6,48.8,49.2,,0.4,13.8,30.7,97.1
150162990252453,School,Sherman Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,256,0.8,89.1,10.2,,,12.9,3.5,99.6
150162990252454,School,Sherwood Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,287,,97.2,2.8,,,23.0,0.3,99.7
150162990252455,School,Shields Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,688,1.2,1.0,97.8,,,13.1,46.2,97.7
150162990252456,School,Shoesmith Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,354,3.7,91.0,4.0,0.8,0.3,13.6,6.5,73.4
150162990252457,School,Shoop Math-Sci Tech Elem Academy,City of Chicago SD 299,LARGE,ELEMENTARY,432,0.2,96.8,2.1,,,17.4,0.9,96.8
150162990252458,School,Skinner Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1211,26.3,28.7,10.3,24.3,7.5,10.6,5.7,17.7
150162990252459,School,Smyser Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,865,30.5,1.7,62.4,3.7,0.6,14.3,22.8,67.3
150162990252460,School,Smyth  J Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,480,1.0,92.1,5.2,0.6,0.8,19.2,1.9,74.4
150162990252461,School,Solomon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,360,41.9,5.0,15.8,35.6,1.7,27.8,38.1,53.1
150162990252462,School,Spencer Technology Acad Elem Sch,City of Chicago SD 299,LARGE,ELEMENTARY,488,0.2,95.7,3.3,,0.4,14.5,0.6,97.3
150162990252464,School,Stagg Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,392,,95.7,3.8,0.3,0.3,13.8,2.0,89.0
150162990252465,School,Stevenson Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1209,3.8,5.8,89.4,0.1,0.4,19.0,41.3,88.2
150162990252468,School,Stone Elem Scholastic Academy,City of Chicago SD 299,LARGE,ELEMENTARY,623,30.8,20.2,16.5,26.6,4.8,15.1,17.0,50.9
150162990252469,School,Spry Elem Community School,City of Chicago SD 299,LARGE,ELEMENTARY,509,0.6,1.6,97.8,,,13.6,49.7,98.4
150162990252472,School,Stowe Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,633,0.8,6.8,91.3,0.3,,19.6,40.9,95.9
150162990252474,School,Sullivan Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,517,1.9,72.9,24.4,0.2,0.4,23.8,12.4,96.7
150162990252475,School,Sumner Elem Math & Sci Comm Acad,City of Chicago SD 299,LARGE,ELEMENTARY,282,,97.2,2.5,,,14.9,0.4,93.6
150162990252476,School,Sutherland Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,604,30.8,59.8,7.1,0.5,1.8,19.0,0.2,32.9
150162990252477,School,Swift Elem Specialty School,City of Chicago SD 299,LARGE,ELEMENTARY,679,15.9,26.7,27.7,24.6,3.5,18.9,44.5,49.0
150162990252478,School,Talcott Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,474,7.2,7.4,81.4,0.4,2.7,21.1,40.9,78.1
150162990252479,School,Tanner Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,314,,97.5,1.9,,0.6,22.9,2.2,97.5
150162990252480,School,Taylor Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,418,3.8,6.7,89.2,,0.2,24.6,44.5,96.7
150162990252484,School,Thorp  J N Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,301,1.7,77.4,20.3,,0.7,29.2,14.6,99.0
150162990252486,School,Thorp  O A Elem Scholastic Acad,City of Chicago SD 299,LARGE,ELEMENTARY,850,30.5,8.9,50.5,3.6,4.9,22.9,9.8,45.6
150162990252487,School,Tilton Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,304,,94.4,4.9,,0.7,15.5,0.7,97.7
150162990252488,School,Tonti Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,965,0.9,1.7,94.9,0.1,2.1,15.5,39.7,90.8
150162990252490,School,Twain Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1086,12.2,1.3,85.7,0.4,0.3,12.9,22.7,79.6
150162990252491,School,Vanderpoel Elem Magnet School,City of Chicago SD 299,LARGE,ELEMENTARY,254,0.8,98.4,0.8,,,16.9,0.4,65.0
150162990252492,School,Lavizzo Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,356,,97.5,1.4,0.3,0.3,17.7,0.8,96.6
150162990252494,School,Volta Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,828,5.3,1.9,69.0,23.1,0.6,12.8,66.5,90.0
150162990252497,School,Wacker Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,266,,98.5,1.1,0.4,,15.4,0.8,86.5
150162990252498,School,Wadsworth Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,539,0.2,96.8,2.2,,0.7,13.4,0.2,89.6
150162990252500,School,Walsh Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,298,3.0,9.1,85.9,1.3,0.7,26.2,36.2,77.2
150162990252501,School,Ward  J Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,555,6.1,13.7,9.9,69.4,0.5,12.6,42.2,81.3
150162990252502,School,Warren Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,214,,99.1,0.5,,0.5,14.5,1.9,92.1
150162990252503,School,Washington  G Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,822,6.4,1.3,91.1,0.4,0.7,15.1,14.6,70.4
150162990252504,School,Waters Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,638,53.9,3.0,32.1,3.6,6.9,18.3,11.1,29.0
150162990252505,School,Webster Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,275,,98.9,0.4,,0.4,10.5,,82.9
150162990252506,School,Wentworth Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,422,0.2,96.7,2.8,,0.2,19.4,2.8,94.8
150162990252507,School,Westcott Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,398,,96.7,3.0,,,19.6,0.8,95.5
150162990252510,School,Pritzker Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,733,29.1,27.4,33.3,3.4,5.5,15.6,7.2,41.2
150162990252512,School,Whistler Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,359,0.3,98.3,1.4,,,21.7,0.3,90.3
150162990252513,School,Whitney Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,899,0.9,0.2,98.6,,,12.0,55.1,96.2
150162990252514,School,Whittier Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,204,1.5,0.5,98.0,,,16.7,60.8,88.7
150162990252516,School,Wildwood Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,472,62.9,2.8,21.0,9.1,3.6,19.5,6.1,11.4
150162990252521,School,Woodson South Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,332,,96.1,3.6,,0.3,23.5,0.9,83.1
150162990252525,School,Young Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,715,0.3,87.4,11.7,,0.3,14.5,5.5,96.1
150162990252542,School,Yates Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,373,1.6,19.0,78.3,,0.5,34.9,39.1,83.6
150162990252597,School,Hernandez Middle School,City of Chicago SD 299,LARGE,ELEMENTARY,1003,0.9,2.0,96.4,,0.3,15.1,27.3,96.8
150162990252603,School,Dirksen Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,929,71.4,2.4,10.7,14.4,0.6,15.8,55.1,69.9
150162990252605,School,Depriest Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,550,,94.5,4.2,,1.1,21.5,1.8,93.5
150162990252617,School,Cuffe Math-Sci Tech Elem Academy,City of Chicago SD 299,LARGE,ELEMENTARY,301,,98.3,1.7,,,22.6,,92.4
150162990252618,School,Foster Park Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,352,,96.0,3.1,0.3,0.6,26.7,0.6,85.2
150162990252620,School,Hughes L Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,457,0.2,96.7,2.4,,0.4,23.6,2.6,82.3
150162990252622,School,Grissom Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,330,17.9,6.7,74.8,0.3,0.3,15.8,20.6,63.3
150162990252634,School,McNair Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,389,0.3,79.9,17.5,0.8,1.3,29.8,10.0,99.0
150162990252636,School,Hay Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,359,0.3,84.1,14.8,0.3,0.6,16.4,4.5,96.4
150162990252637,School,Cullen Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,200,0.5,97.5,1.0,,1.0,18.0,1.5,92.0
150162990252700,School,Clark  G R Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,219,2.3,59.4,34.2,1.4,0.5,11.4,15.1,91.8
150162990252703,School,Lee Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,810,1.7,0.7,96.9,0.5,,16.2,25.7,91.9
150162990252704,School,Langford A Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,237,,94.9,4.6,,0.4,12.2,0.4,97.0
150162990252706,School,Salazar Elem Bilingual Center,City of Chicago SD 299,LARGE,ELEMENTARY,324,1.9,33.6,62.0,2.2,0.3,21.0,37.0,85.5
150162990252714,School,Leland Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,376,,96.5,3.2,,,20.7,,94.9
150162990252724,School,Robinson Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,136,,100.0,,,,13.2,,91.9
150162990252726,School,Hanson Park Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1469,1.8,1.7,95.8,0.3,,21.0,44.9,93.3
150162990252729,School,White Elem Career Academy,City of Chicago SD 299,LARGE,ELEMENTARY,157,,96.8,3.2,,,17.8,1.9,92.4
150162990252737,School,McDowell Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,154,,96.1,2.6,,1.3,13.0,0.6,90.9
150162990252739,School,Keller Elem Gifted Magnet School,City of Chicago SD 299,LARGE,ELEMENTARY,225,23.1,36.0,11.1,25.8,3.1,14.2,4.0,24.0
150162990252743,School,Earhart Elem Opt for Knowl School,City of Chicago SD 299,LARGE,ELEMENTARY,222,,96.4,2.3,,1.4,16.7,0.5,68.5
150162990252766,School,Till Elem Math & Science Academy,City of Chicago SD 299,LARGE,ELEMENTARY,328,0.3,97.3,2.4,,,19.5,,97.9
150162990252767,School,Ward  L Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,376,1.3,91.2,7.4,,,15.7,4.8,98.4
150162990252768,School,Smith  W Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,331,,99.1,0.6,,0.3,18.4,0.3,96.4
150162990252773,School,Garvey  M Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,281,,99.6,,,0.4,13.2,,97.5
150162990252775,School,Joplin Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,428,0.7,97.7,1.2,,0.5,19.6,,95.6
150162990252783,School,Cardenas Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1151,0.2,4.7,94.8,0.2,0.1,17.2,34.6,96.6
150162990252785,School,Powell Elem Paideia Comm Academy,City of Chicago SD 299,LARGE,ELEMENTARY,525,0.2,95.2,4.2,0.4,,13.3,7.0,95.0
150162990252799,School,Curtis Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,500,0.2,95.6,4.0,,0.2,11.8,1.6,95.6
150162990252800,School,Beasley Elem Magnet Academic Ctr,City of Chicago SD 299,LARGE,ELEMENTARY,1035,0.2,97.6,1.5,0.1,,10.4,,86.5
150162990252802,School,Mays Elem Academy,City of Chicago SD 299,LARGE,ELEMENTARY,395,,98.5,0.8,,0.5,16.7,0.5,73.9
150162990252804,School,Metcalfe Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,355,,96.1,3.9,,,18.0,0.8,97.7
150162990252805,School,Decatur Classical Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,284,43.7,4.2,14.8,31.0,6.0,15.5,,15.5
150162990252806,School,Kanoon Elem Magnet School,City of Chicago SD 299,LARGE,ELEMENTARY,544,0.2,0.9,98.2,,0.4,14.0,48.2,96.5
150162990252807,School,Randolph Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,498,,91.4,8.2,,0.2,11.8,3.8,97.0
150162990252809,School,Poe Elem Classical School,City of Chicago SD 299,LARGE,ELEMENTARY,195,2.1,88.7,6.2,0.5,2.1,9.2,1.0,37.4
150162990252811,School,Gunsaulus Elem Scholastic Academy,City of Chicago SD 299,LARGE,ELEMENTARY,805,1.0,3.0,89.8,2.5,3.4,14.4,41.2,88.4
150162990252823,School,Ninos Heroes Elem Academic Ctr,City of Chicago SD 299,LARGE,ELEMENTARY,334,0.6,87.7,11.1,,0.3,12.3,9.9,93.1
150162990252825,School,De Diego Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,587,4.1,25.2,65.9,1.2,3.2,17.9,11.8,89.1
150162990252826,School,Turner-Drew Elem Language Academy,City of Chicago SD 299,LARGE,ELEMENTARY,212,,99.1,0.9,,,18.4,,71.7
150162990252828,School,Sabin Elem Magnet School,City of Chicago SD 299,LARGE,ELEMENTARY,541,2.0,19.8,76.0,0.9,0.9,14.8,21.1,81.1
150162990252829,School,Saucedo Elem Scholastic Academy,City of Chicago SD 299,LARGE,ELEMENTARY,939,0.4,1.7,97.2,0.1,0.2,16.4,45.7,94.5
150162990252837,School,Daley Elem Academy,City of Chicago SD 299,LARGE,ELEMENTARY,561,0.4,9.3,90.2,,0.2,15.0,52.8,99.6
150162990252838,School,Madero Middle School,City of Chicago SD 299,LARGE,ELEMENTARY,321,0.3,,99.7,,,21.8,27.7,96.9
150162990252842,School,Orozco Elem Fine Arts & Sciences,City of Chicago SD 299,LARGE,ELEMENTARY,543,0.2,1.7,97.4,0.4,0.2,15.5,39.4,94.1
150162990252844,School,Morton Elem Career Academy,City of Chicago SD 299,LARGE,ELEMENTARY,276,1.4,88.8,9.8,,,18.8,4.0,97.8
150162990252850,School,Albany Park Multicultural Elem,City of Chicago SD 299,LARGE,ELEMENTARY,282,5.0,5.0,79.8,8.5,0.7,23.8,26.2,92.9
150162990252855,School,South Loop Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,795,25.8,40.5,12.5,11.8,6.5,10.6,7.2,27.5
150162990252856,School,Lenart Elem Regional Gifted Ctr,City of Chicago SD 299,LARGE,ELEMENTARY,266,16.5,60.2,5.3,15.0,3.0,13.9,,30.5
150162990252862,School,Casals Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,420,1.2,45.7,52.6,,0.5,15.0,19.8,96.0
150162990252864,School,Perez Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,317,2.5,1.6,94.3,1.3,0.3,24.0,38.5,93.4
150162990252867,School,Ruiz Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,664,2.3,0.5,96.1,0.2,0.5,15.5,35.8,92.9
150162990252870,School,Brighton Park Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,398,1.8,1.3,94.0,2.3,0.3,13.1,50.5,96.5
150162990252873,School,Evergreen Academy Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,306,6.2,3.6,87.6,1.6,1.0,21.2,24.8,93.8
150162990252876,School,Carson Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1000,,2.6,97.2,,,10.8,61.8,96.0
150162990252877,School,McAuliffe Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,679,2.7,4.3,92.5,,0.4,16.6,43.0,95.1
150162990252878,School,Galileo Elem Math & Sci Schol Acd,City of Chicago SD 299,LARGE,ELEMENTARY,564,8.5,24.5,60.5,4.3,2.0,17.9,17.4,51.4
150162990252881,School,Avondale - Logandale Elementary School,City of Chicago SD 299,LARGE,ELEMENTARY,703,1.0,5.0,92.5,0.6,0.3,17.4,40.3,93.0
150162990252886,School,Chavez Elem Multicultural Acad Ct,City of Chicago SD 299,LARGE,ELEMENTARY,931,0.5,2.0,96.9,,,12.5,45.5,98.6
150162990252889,School,Jordan Elem Community School,City of Chicago SD 299,LARGE,ELEMENTARY,474,6.1,26.6,59.1,3.2,4.6,17.7,53.0,93.9
150162990252892,School,Kellman Corporate Community Elem,City of Chicago SD 299,LARGE,ELEMENTARY,302,,98.3,1.3,,,7.6,1.3,96.7
150162990252893,School,Finkl Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,315,4.4,14.3,80.0,0.3,0.6,25.7,44.8,95.9
150162990252895,School,Ariel Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,513,0.2,98.1,1.2,,0.4,20.7,1.2,82.8
150162990252896,School,Little Village Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,748,0.3,0.4,99.2,,,14.7,56.0,96.8
150162990252897,School,Zapata Elem Academy,City of Chicago SD 299,LARGE,ELEMENTARY,718,0.4,0.1,99.4,,,19.4,55.4,95.4
