RCDTS,Type,School_Name,District,District_Size,School_Type,NR_Student_Enrollment,PERC_Student_Enrollment___White,PERC_Student_Enrollment___Black_or_African_American,PERC_Student_Enrollment___Hispanic_or_Latino,PERC_Student_Enrollment___Asian,PERC_Student_Enrollment___Two_or_More_Races,PERC_Student_Enrollment___Children_with_Disabilities,PERC_Student_Enrollment___EL,PERC_Student_Enrollment___Low_Income
150162990252059,School,Armstrong G Elem IntL Studies,City of Chicago SD 299,LARGE,ELEMENTARY,1360,8.5,26.9,42.9,20.5,0.7,15.2,40.1,89.6
150162990252062,School,Audubon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,571,64.1,2.1,22.8,4.7,6.0,17.0,5.1,15.4
150162990252063,School,Avalon Park Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,264,0.8,98.5,,,0.4,12.9,0.4,95.5
150162990252066,School,Barnard Elem Comp Math & Sci Ctr,City of Chicago SD 299,LARGE,ELEMENTARY,264,1.5,95.8,0.8,0.4,0.8,21.2,,83.7
150162990252067,School,Barry Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,612,1.8,2.9,93.8,1.1,0.2,19.0,54.2,87.6
150162990252068,School,Barton Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,379,0.3,95.5,4.0,,0.3,22.7,0.5,92.3
150162990252069,School,Bass Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,455,,96.3,3.7,,,11.2,0.9,94.9
150162990252070,School,Bateman Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,947,12.0,2.5,79.6,3.3,1.8,16.4,33.3,77.9
150162990252072,School,Nicholson Technology Acad Elem Sch,City of Chicago SD 299,LARGE,ELEMENTARY,457,,96.1,3.5,0.2,0.2,16.0,1.1,96.9
150162990252078,School,Beaubien Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1047,38.6,1.7,35.9,16.0,6.6,17.2,15.7,43.6
150162990252079,School,Beethoven Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,314,0.6,97.8,1.6,,,15.0,0.3,85.7
150162990252080,School,Beidler Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,396,,94.2,5.8,,,13.1,0.5,93.2
150162990252081,School,Belding Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,578,44.1,5.0,41.7,3.6,3.5,26.3,26.3,57.1
150162990252082,School,Bell Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1002,59.5,2.2,17.4,10.9,9.4,18.5,5.6,12.2
150162990252083,School,Bennett Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,306,0.7,94.8,2.6,,2.0,10.8,0.3,94.8
150162990252086,School,Black Magnet Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,424,0.2,97.9,1.9,,,12.0,1.7,77.8
150162990252087,School,Blaine Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,821,64.9,3.8,19.2,6.5,5.0,19.2,6.7,15.1
150162990252088,School,Bond Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,266,1.1,95.1,3.0,,0.4,21.8,0.4,98.1
150162990252089,School,Boone Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,778,19.7,9.6,44.5,23.7,0.6,14.7,49.0,92.0
150162990252090,School,Bradwell Comm Arts & Sci Elem Sch,City of Chicago SD 299,LARGE,ELEMENTARY,493,0.2,98.6,0.6,,0.6,15.2,1.0,98.4
150162990252092,School,Haley Elem Academy,City of Chicago SD 299,LARGE,ELEMENTARY,528,0.4,96.8,2.5,,,15.2,0.9,96.2
150162990252093,School,Brennemann Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,413,3.6,62.0,23.2,5.6,4.8,23.5,32.7,77.2
150162990252094,School,Brentano Elem Math & Science Acad,City of Chicago SD 299,LARGE,ELEMENTARY,561,24.6,4.5,64.5,1.2,4.1,16.9,13.7,59.0
150162990252095,School,Bridge Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1107,38.3,1.8,52.6,4.4,2.3,21.0,29.6,64.9
150162990252096,School,Bright Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,299,1.3,68.9,29.4,,0.3,25.8,18.7,94.0
150162990252097,School,Brown  W Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,225,1.8,89.8,7.6,0.4,,36.4,5.8,80.0
150162990252098,School,Brownell Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,183,0.5,95.6,3.8,,,20.8,3.3,99.5
150162990252100,School,Bouchet Elem Math & Science Acad,City of Chicago SD 299,LARGE,ELEMENTARY,615,,98.2,0.5,,0.7,13.3,1.5,96.1
150162990252101,School,Budlong Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,718,29.8,4.9,43.9,17.7,3.3,16.2,45.5,79.8
150162990252102,School,Burbank Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,887,1.8,5.1,92.0,0.5,,16.2,49.8,93.3
150162990252103,School,Burke Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,413,0.2,97.3,1.7,,0.7,16.5,1.5,77.7
150162990252104,School,Burley Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,553,65.5,2.5,17.4,8.7,5.8,17.9,1.3,14.1
150162990252105,School,Burnham Elem Inclusive Academy,City of Chicago SD 299,LARGE,ELEMENTARY,527,,97.0,2.3,0.2,0.4,15.6,0.9,95.1
150162990252107,School,Burnside Elem Scholastic Academy,City of Chicago SD 299,LARGE,ELEMENTARY,414,,98.3,1.7,,,19.1,0.5,80.2
150162990252108,School,Burr Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,474,42.2,7.6,40.1,4.0,5.9,18.8,10.5,32.5
150162990252109,School,Burroughs Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,445,2.0,2.5,93.7,0.7,0.9,15.5,38.9,90.1
150162990252110,School,Brunson Math & Sci Specialty Elem,City of Chicago SD 299,LARGE,ELEMENTARY,479,0.4,90.0,9.2,,,15.4,4.4,91.9
150162990252112,School,Byrne Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,687,31.1,1.9,65.9,0.1,0.7,19.2,12.5,53.0
150162990252113,School,Caldwell Elem Acad of Math & Sci,City of Chicago SD 299,LARGE,ELEMENTARY,263,0.4,98.1,0.8,,0.8,15.6,0.4,84.4
150162990252118,School,Cameron Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,758,1.5,24.9,72.4,0.1,1.1,20.3,30.2,97.5
150162990252119,School,Canty Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,822,50.9,2.6,41.1,3.4,1.6,18.6,20.3,48.1
150162990252120,School,Carnegie Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,635,0.6,96.7,1.7,0.3,0.5,15.4,0.2,79.1
150162990252122,School,Carroll Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,487,0.8,94.0,4.9,,,18.5,2.3,87.9
150162990252123,School,Carter Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,351,,98.3,1.7,,,13.4,,95.2
150162990252126,School,Cassell Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,381,71.4,6.8,17.1,0.8,3.1,30.4,2.6,19.9
150162990252127,School,Cather Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,367,0.5,94.6,2.7,1.6,0.5,21.0,2.2,91.8
150162990252128,School,Chalmers Elem Specialty School,City of Chicago SD 299,LARGE,ELEMENTARY,330,,94.8,3.6,,1.5,16.4,2.1,98.2
150162990252129,School,Chappell Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,552,24.3,6.0,54.0,8.9,6.2,21.0,22.5,63.9
150162990252130,School,Chase Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,408,7.4,4.2,86.5,1.2,0.5,28.7,45.1,87.0
150162990252132,School,Clay Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,588,7.1,12.6,76.9,0.3,1.9,14.5,33.7,92.0
150162990252133,School,Cleveland Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,556,9.5,4.1,77.5,5.8,1.3,33.6,40.3,81.1
150162990252134,School,Clinton Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1152,13.1,12.8,29.9,43.4,0.3,10.6,56.4,92.9
150162990252135,School,Clissold Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,509,24.8,64.4,8.4,0.8,1.2,23.6,1.6,37.7
150162990252136,School,Coles Elem Language Academy,City of Chicago SD 299,LARGE,ELEMENTARY,383,,99.0,0.8,,0.3,14.4,1.0,93.5
150162990252138,School,Columbus Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,263,65.4,5.3,24.3,1.5,3.4,9.1,39.5,70.7
150162990252139,School,Cook Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,346,0.6,97.1,1.7,,0.6,18.2,0.3,72.8
150162990252141,School,Coonley Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1026,65.5,1.9,20.6,4.3,7.3,20.4,4.9,14.5
150162990252142,School,Cooper Elem Dual Language Academy,City of Chicago SD 299,LARGE,ELEMENTARY,417,1.2,2.2,96.2,0.2,,20.9,61.9,95.0
150162990252145,School,Corkery Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,466,0.9,14.4,83.9,,0.2,17.4,49.1,93.6
150162990252147,School,Crown Elem Comm Acd Fine Arts Ctr,City of Chicago SD 299,LARGE,ELEMENTARY,212,0.5,87.7,11.3,,0.5,17.9,2.4,97.2
150162990252148,School,Darwin Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,537,5.2,7.1,84.5,1.7,0.9,19.6,48.8,90.1
150162990252149,School,Davis N Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,732,3.1,2.3,93.9,0.5,,17.6,52.6,99.5
150162990252150,School,Dawes Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,963,0.9,14.8,83.6,,0.3,18.0,27.3,96.3
150162990252153,School,Deneen Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,493,0.4,98.4,1.2,,,11.2,0.6,96.8
150162990252154,School,Dett Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,307,,95.8,2.6,0.3,1.0,30.3,2.3,95.4
150162990252155,School,Chopin Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,389,6.2,23.9,67.1,,1.8,31.4,37.0,95.1
150162990252158,School,Dever Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,741,38.9,1.5,52.2,4.3,2.4,18.5,31.2,55.7
150162990252159,School,Dewey Elem Academy of Fine Arts,City of Chicago SD 299,LARGE,ELEMENTARY,398,,93.7,6.0,,0.3,9.8,3.3,96.7
150162990252160,School,Disney Elem Magnet School,City of Chicago SD 299,LARGE,ELEMENTARY,1520,18.3,44.4,21.8,10.8,4.3,17.8,13.0,61.1
150162990252161,School,Dixon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,561,,98.4,1.1,,0.5,12.7,1.6,78.4
150162990252167,School,Dore Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,701,25.8,3.7,68.8,0.9,0.6,21.0,13.6,49.1
150162990252169,School,Drake Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,333,0.3,95.2,3.6,0.3,0.3,20.1,1.5,88.9
150162990252172,School,Drummond Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,351,44.2,8.0,29.9,4.8,12.8,16.8,5.4,21.9
150162990252173,School,Dubois Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,211,0.5,95.7,3.3,,0.5,19.0,,97.2
150162990252175,School,Dulles Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,701,0.6,97.0,2.1,,0.3,13.8,,90.2
150162990252177,School,Dunne Technology Acad Elem Sch,City of Chicago SD 299,LARGE,ELEMENTARY,199,,100.0,,,,19.1,,93.0
150162990252179,School,Dvorak Technology Acad Elem Sch,City of Chicago SD 299,LARGE,ELEMENTARY,392,0.5,97.7,1.0,,0.8,19.4,,98.0
150162990252180,School,Earle Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,353,,92.1,6.5,,0.8,18.1,2.8,96.3
150162990252181,School,Eberhart Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1275,1.0,2.7,96.0,,0.2,14.6,40.9,94.6
150162990252182,School,Ebinger Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,862,81.6,0.7,13.1,2.3,2.0,23.4,5.7,13.2
150162990252183,School,Edgebrook Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,507,66.9,2.0,16.6,8.3,6.1,22.5,5.7,13.8
150162990252184,School,Edison Elem Regional Gifted Cntr,City of Chicago SD 299,LARGE,ELEMENTARY,264,59.8,4.2,8.0,16.3,11.0,17.0,,8.3
150162990252185,School,Edwards Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1456,1.8,1.0,95.8,0.9,0.1,16.9,51.5,86.5
150162990252187,School,Ellington Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,472,,95.8,3.6,,,20.3,1.9,97.9
150162990252190,School,Ericson Elem Scholastic Academy,City of Chicago SD 299,LARGE,ELEMENTARY,493,0.2,98.2,1.4,,,13.2,0.4,96.3
150162990252191,School,Esmond Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,256,0.4,98.8,0.8,,,21.5,0.8,96.1
150162990252192,School,Everett Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,152,3.3,5.3,86.2,2.0,3.3,28.3,55.9,90.8
150162990252193,School,Evers Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,282,,98.2,1.4,,,16.0,0.7,85.5
150162990252194,School,Falconer Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1107,3.0,1.4,94.3,0.5,0.2,19.6,43.6,93.0
150162990252195,School,Faraday Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,244,0.4,99.6,,,,19.7,,99.6
150162990252198,School,Farnsworth Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,583,38.1,2.4,42.7,14.2,1.7,33.8,39.8,61.4
150162990252202,School,Fernwood Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,270,,99.3,0.7,,,15.9,0.4,92.2
150162990252203,School,Field Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,157,5.7,37.6,51.6,5.1,,19.1,45.2,70.7
150162990252204,School,Fiske Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,433,,98.4,1.4,,0.2,11.8,0.2,96.5
150162990252206,School,Fort Dearborn Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,352,0.3,97.4,1.7,,0.6,16.8,0.9,99.7
150162990252207,School,Franklin Elem Fine Arts Center,City of Chicago SD 299,LARGE,ELEMENTARY,363,25.9,43.8,19.6,8.3,2.5,19.8,3.3,40.8
150162990252209,School,Fuller Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,388,,99.2,0.5,,,14.2,0.5,95.4
150162990252210,School,Fulton Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,371,0.8,38.3,59.3,,1.1,16.7,39.1,96.0
150162990252211,School,Funston Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,466,1.7,7.3,90.8,,0.2,20.4,51.3,95.5
150162990252212,School,Gale Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,297,6.1,58.6,22.2,5.4,7.7,23.9,32.7,92.3
150162990252213,School,Gallistel Elem Language Academy,City of Chicago SD 299,LARGE,ELEMENTARY,705,1.8,2.8,94.8,,0.1,18.3,27.4,93.2
150162990252214,School,Garvy  J Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,831,58.1,0.8,29.8,5.5,2.8,19.1,21.4,36.0
150162990252215,School,Gary Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1105,1.0,0.3,98.4,,,17.2,49.0,95.5
150162990252220,School,Goethe Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,746,18.4,4.2,71.8,0.8,2.5,16.6,22.7,42.9
150162990252222,School,Owens Community Academy ES,City of Chicago SD 299,LARGE,ELEMENTARY,342,,96.8,2.3,,0.6,12.3,0.9,94.4
150162990252223,School,Goudy Technology Academy,City of Chicago SD 299,LARGE,ELEMENTARY,699,7.2,24.6,27.5,38.9,1.3,15.0,43.9,88.0
150162990252224,School,Graham  A Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,410,25.1,26.8,47.6,,0.2,19.8,19.3,91.5
150162990252226,School,Gray Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1172,7.3,2.3,86.0,2.5,1.1,16.6,31.8,85.1
150162990252227,School,Greeley Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,546,9.9,19.2,66.3,1.1,3.1,16.3,26.4,81.3
150162990252229,School,Greene N Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,413,4.6,2.7,88.9,2.2,1.5,13.3,50.1,94.9
150162990252230,School,Gregory Math & Sci Elem Academy,City of Chicago SD 299,LARGE,ELEMENTARY,339,,99.1,0.9,,,18.0,0.3,99.4
150162990252231,School,Gresham Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,324,,97.2,1.2,,1.5,14.2,0.9,97.2
150162990252232,School,Grimes Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,442,7.5,2.7,88.5,0.2,1.1,18.3,33.3,79.6
150162990252235,School,Haines Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,682,0.3,17.4,1.3,80.6,0.1,6.0,28.0,86.4
150162990252236,School,Gillespie Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,467,0.4,98.1,1.3,,0.2,17.8,0.9,81.2
150162990252239,School,Hale Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,897,22.6,1.7,74.4,0.9,0.1,19.0,19.6,68.1
150162990252240,School,Hamilton Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,509,69.2,5.1,15.7,4.3,5.7,20.2,3.3,13.0
150162990252241,School,Hamline Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,544,1.3,5.7,91.9,0.6,0.6,17.8,64.0,92.1
150162990252242,School,Hammond Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,381,2.1,7.3,90.6,,,22.0,53.0,96.1
150162990252244,School,Bret Harte Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,327,2.4,88.1,6.4,1.2,1.8,15.0,4.3,73.4
150162990252246,School,Harvard Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,366,0.3,98.9,0.8,,,16.1,,96.2
150162990252247,School,Haugan Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,890,5.8,3.9,84.3,5.1,0.6,18.7,63.7,95.7
150162990252249,School,Hawthorne Elem Scholastic Academy,City of Chicago SD 299,LARGE,ELEMENTARY,565,52.7,7.8,21.6,9.6,7.6,22.8,2.8,18.9
150162990252252,School,Hayt Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,950,10.0,17.1,44.4,25.4,1.8,21.4,49.8,86.4
150162990252254,School,Healy Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1410,7.2,1.1,19.4,69.4,1.1,7.8,24.8,82.3
150162990252255,School,Hearst Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,352,1.4,36.6,59.1,0.9,1.4,32.4,28.4,89.5
150162990252256,School,Hedges Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,608,1.2,1.8,96.7,,0.2,19.2,66.9,96.1
150162990252257,School,Hefferan Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,355,0.3,96.9,2.8,,,13.5,,97.5
150162990252258,School,Henderson Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,277,0.7,78.7,19.5,,1.1,15.5,11.2,94.9
150162990252259,School,Hendricks Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,237,1.3,90.7,6.8,0.4,0.4,36.3,2.5,97.0
150162990252260,School,Henry Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,519,7.1,3.7,84.2,2.1,0.6,23.1,52.8,93.1
150162990252263,School,Herzl Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,560,0.5,97.0,2.0,,0.4,16.3,0.9,97.0
150162990252265,School,Hibbard Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,963,6.5,5.2,79.4,7.3,0.8,16.3,56.5,90.7
150162990252266,School,Higgins Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,261,0.4,95.4,3.4,,0.4,18.8,0.4,88.5
150162990252267,School,King Academy of Social Justice,City of Chicago SD 299,LARGE,ELEMENTARY,229,,99.1,0.4,,0.4,22.3,0.4,100.0
150162990252268,School,Hitch Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,571,41.0,1.1,45.5,6.5,6.0,22.6,20.7,54.1
150162990252269,School,Holden Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,469,14.1,9.8,59.1,16.2,0.6,14.5,26.7,85.7
150162990252270,School,Holmes Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,131,,95.4,4.6,,,16.0,4.6,96.2
150162990252273,School,Howe Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,425,,95.1,4.7,,0.2,19.3,0.7,95.8
150162990252275,School,Hoyne Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,236,,99.2,0.8,,,16.1,,75.8
150162990252276,School,Hughes  C Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,263,,97.3,1.1,,,19.0,0.4,99.2
150162990252280,School,Hurley Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,850,0.4,0.6,98.5,,,17.8,38.4,89.3
150162990252281,School,Irving Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,386,1.0,77.5,19.2,,2.3,20.7,4.9,90.2
150162990252283,School,Jackson A Elem Language Acad,City of Chicago SD 299,LARGE,ELEMENTARY,529,15.5,29.7,31.6,19.5,3.4,13.4,11.9,40.6
150162990252284,School,Jahn Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,316,28.2,10.8,56.3,1.3,3.2,24.1,20.9,50.9
150162990252285,School,Jamieson Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,882,28.9,7.1,35.3,24.5,4.2,19.4,29.3,69.4
150162990252288,School,Jensen Elem Scholastic Academy,City of Chicago SD 299,LARGE,ELEMENTARY,371,,97.3,2.2,,0.3,14.0,0.5,99.2
150162990252289,School,Pilsen Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,306,0.7,10.1,88.2,0.3,,19.6,41.5,90.2
150162990252290,School,Johnson Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,376,0.8,96.5,2.1,,0.5,17.3,0.5,98.9
150162990252292,School,Jungman Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,279,3.9,14.3,76.7,2.9,0.7,33.3,45.5,90.3
150162990252293,School,Kellogg Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,269,8.2,84.8,3.0,,3.7,24.9,0.4,36.1
150162990252294,School,Kershaw Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,272,0.7,97.4,1.8,,,19.1,0.7,88.2
150162990252296,School,Kilmer Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,768,10.8,28.6,47.1,10.0,2.7,24.2,55.5,93.5
150162990252299,School,Kinzie Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,686,23.3,4.5,70.4,0.7,0.9,25.7,15.7,56.7
150162990252300,School,Kipling Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,286,,97.2,2.1,,0.7,18.9,0.3,82.9
150162990252303,School,Lozano Elem Bilingual & Intl Ctr,City of Chicago SD 299,LARGE,ELEMENTARY,187,4.3,12.8,78.6,,3.2,38.5,47.6,90.9
150162990252304,School,Kozminski Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,257,0.4,93.8,3.1,,1.6,16.3,2.3,74.3
150162990252306,School,LaSalle Elem Language Academy,City of Chicago SD 299,LARGE,ELEMENTARY,516,33.5,30.4,22.7,7.0,6.4,21.3,2.7,31.2
150162990252309,School,Lawndale Elem Community Academy,City of Chicago SD 299,LARGE,ELEMENTARY,230,,98.7,1.3,,,17.8,,99.6
150162990252311,School,Lewis Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,460,0.2,66.5,32.0,0.4,0.7,12.6,17.2,91.3
150162990252313,School,Libby Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,344,0.3,72.7,26.2,,0.9,20.6,19.5,89.2
150162990252314,School,Lincoln Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,956,60.6,12.2,10.1,11.1,5.8,12.4,9.3,13.5
150162990252315,School,Linne Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,662,9.2,3.5,83.4,1.2,1.2,20.1,30.7,80.2
150162990252316,School,Lloyd Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,984,0.5,2.0,96.7,,0.4,14.6,66.8,94.7
150162990252317,School,Locke  J Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1239,10.8,2.3,83.5,1.5,0.7,19.9,39.2,91.5
150162990252319,School,Lovett Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,340,0.6,83.8,15.0,,0.6,11.2,7.4,90.3
150162990252321,School,Lowell Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,398,2.0,22.6,73.6,,1.8,31.4,34.7,97.7
150162990252323,School,Lyon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1346,5.9,1.5,90.3,1.0,0.1,15.4,37.7,92.6
150162990252324,School,Madison Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,197,,96.4,3.6,,,12.7,2.5,98.0
150162990252326,School,Manierre Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,357,,97.8,2.0,,0.3,21.6,0.6,93.6
150162990252328,School,Mann Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,330,0.3,96.4,3.0,,0.3,13.9,0.9,93.3
150162990252330,School,Marquette Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,1059,0.8,31.7,66.7,0.3,0.3,13.8,38.9,96.1
150162990252331,School,Marsh Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,748,1.5,7.8,90.4,0.1,,17.0,36.6,87.0
150162990252334,School,Mason Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,357,1.7,92.7,5.6,,,17.6,4.5,98.3
150162990252337,School,Mayer Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,758,73.0,7.3,13.9,3.2,0.9,16.5,2.8,11.3
150162990252339,School,McClellan Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,338,14.5,44.7,32.0,5.6,1.8,27.2,16.3,87.0
150162990252341,School,McCormick Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,608,0.3,,99.5,,0.2,16.0,54.8,89.5
150162990252344,School,McCutcheon Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,369,9.2,47.4,22.5,16.3,3.5,28.5,37.4,86.4
150162990252345,School,McDade Elem Classical School,City of Chicago SD 299,LARGE,ELEMENTARY,192,1.0,91.7,0.5,2.1,4.7,15.1,2.1,27.1
150162990252346,School,McKay Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,772,0.5,76.6,22.4,,0.1,16.7,14.2,95.5
150162990252349,School,McPherson Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,682,13.2,5.9,74.2,4.1,2.6,26.7,29.8,72.4
150162990252352,School,Melody Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,429,0.2,98.8,0.9,,,12.6,,96.7
150162990252353,School,Mitchell Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,420,35.0,13.6,46.2,1.2,4.0,15.5,12.6,45.2
150162990252354,School,Mollison Elem School,City of Chicago SD 299,LARGE,ELEMENTARY,279,,98.9,,0.4,0.7,11.8,0.4,97.8
